"#""+ESI Scan (scans: #13-17"," 5 scans) Frag=200.0V 154-254 GFPuv oMeY run002.d  Subtract Deconvoluted (Isotope Width=0.0)""",,
#Point,X(Daltons),Y(Counts),
1135,24135,1170.209595,
1136,24136,1040.985107,
1137,24137,969.3826294,
1138,24138,1011.726501,
1139,24139,1201.363403,
1140,24140,1467.917358,
1141,24141,1664.782471,
1142,24142,1697.225098,
1143,24143,1605.577393,
1144,24144,1528.108154,
1145,24145,1559.676147,
1146,24146,1637.39563,
1147,24147,1618.670166,
1148,24148,1475.381958,
1149,24149,1303.085815,
1150,24150,1183.966919,
1151,24151,1161.388794,
1152,24152,1254.501099,
1153,24153,1439.394287,
1154,24154,1640.737915,
1155,24155,1793.053589,
1156,24156,1938.520508,
1157,24157,2124.913818,
1158,24158,2254.602539,
1159,24159,2242.398926,
1160,24160,2139.982422,
1161,24161,1967.967773,
1162,24162,1696.55603,
1163,24163,1376.421631,
1164,24164,1113.711792,
1165,24165,997.7299805,
1166,24166,1063.567017,
1167,24167,1243.5979,
1168,24168,1394.618896,
1169,24169,1450.412476,
1170,24170,1461.818481,
1171,24171,1458.908813,
1172,24172,1468.611694,
1173,24173,1607.705688,
1174,24174,1914.919434,
1175,24175,2240.037354,
1176,24176,2443.244385,
1177,24177,2518.665771,
1178,24178,2564.07251,
1179,24179,2726.369141,
1180,24180,3086.682861,
1181,24181,3629.548828,
1182,24182,4300.181152,
1183,24183,4966.998047,
1184,24184,5331.594727,
1185,24185,5137.944336,
1186,24186,4527.160156,
1187,24187,3873.622559,
1188,24188,3373.084717,
1189,24189,3037.398926,
1190,24190,2860.243896,
1191,24191,2796.280762,
1192,24192,2760.004395,
1193,24193,2734.613281,
1194,24194,2783.751709,
1195,24195,2897.845947,
1196,24196,2922.234619,
1197,24197,2774.797363,
1198,24198,2590.482422,
1199,24199,2528.992432,
1200,24200,2619.973145,
1201,24201,2830.477783,
1202,24202,3044.25,
1203,24203,3080.859863,
1204,24204,2942.708984,
1205,24205,2789.23999,
1206,24206,2681.433105,
1207,24207,2590.00708,
1208,24208,2517.25708,
1209,24209,2506.969238,
1210,24210,2562.195313,
1211,24211,2533.46167,
1212,24212,2261.022705,
1213,24213,1863.727173,
1214,24214,1607.681274,
1215,24215,1567.574951,
1216,24216,1612.260254,
1217,24217,1587.772217,
1218,24218,1452.919556,
1219,24219,1287.640503,
1220,24220,1189.990601,
1221,24221,1194.44043,
1222,24222,1245.680176,
1223,24223,1236.001831,
1224,24224,1118.587402,
1225,24225,965.9701538,
1226,24226,898.5508423,
1227,24227,970.6350708,
1228,24228,1120.337158,
1229,24229,1232.400879,
1230,24230,1251.674805,
1231,24231,1214.808105,
1232,24232,1176.43396,
1233,24233,1146.667725,
1234,24234,1122.845337,
1235,24235,1151.512695,
1236,24236,1310.842529,
1237,24237,1603.03064,
1238,24238,1931.516968,
1239,24239,2248.463379,
1240,24240,2578.412109,
1241,24241,2849.212402,
1242,24242,2943.893555,
1243,24243,2859.381592,
1244,24244,2624.425293,
1245,24245,2308.944336,
1246,24246,2070.274414,
1247,24247,1962.07019,
1248,24248,1915.447998,
1249,24249,1901.495972,
1250,24250,1904.579712,
1251,24251,1850.405273,
1252,24252,1705.676025,
1253,24253,1548.03186,
1254,24254,1443.825562,
1255,24255,1362.313232,
1256,24256,1262.360474,
1257,24257,1166.300537,
1258,24258,1106.636475,
1259,24259,1077.043091,
1260,24260,1072.475586,
1261,24261,1119.644653,
1262,24262,1224.799683,
1263,24263,1341.256958,
1264,24264,1464.882324,
1265,24265,1679.352295,
1266,24266,2042.709473,
1267,24267,2509.252686,
1268,24268,2920.316162,
1269,24269,3094.053711,
1270,24270,3026.728027,
1271,24271,2860.44458,
1272,24272,2657.525391,
1273,24273,2432.372559,
1274,24274,2287.415771,
1275,24275,2328.907959,
1276,24276,2516.024902,
1277,24277,2623.058105,
1278,24278,2461.614014,
1279,24279,2116.577393,
1280,24280,1783.210938,
1281,24281,1534.470947,
1282,24282,1334.521973,
1283,24283,1164.694702,
1284,24284,1069.629517,
1285,24285,1062.050903,
1286,24286,1086.150635,
1287,24287,1095.951172,
1288,24288,1092.939575,
1289,24289,1114.900146,
1290,24290,1225.623901,
1291,24291,1446.230469,
1292,24292,1646.63562,
1293,24293,1635.557373,
1294,24294,1424.009033,
1295,24295,1212.894775,
1296,24296,1130.115845,
1297,24297,1160.033325,
1298,24298,1240.812988,
1299,24299,1297.515259,
1300,24300,1274.662842,
1301,24301,1194.192261,
1302,24302,1102.403809,
1303,24303,1019.482483,
1304,24304,978.7462158,
1305,24305,1005.420593,
1306,24306,1077.723877,
1307,24307,1143.672485,
1308,24308,1155.471436,
1309,24309,1128.901611,
1310,24310,1129.133057,
1311,24311,1167.074463,
1312,24312,1180.391235,
1313,24313,1137.20752,
1314,24314,1086.90271,
1315,24315,1061.063965,
1316,24316,1032.674316,
1317,24317,998.8414917,
1318,24318,1003.355713,
1319,24319,1122.415405,
1320,24320,1469.583496,
1321,24321,2108.465576,
1322,24322,2868.309326,
1323,24323,3395.800537,
1324,24324,3532.474854,
1325,24325,3451.122803,
1326,24326,3381.471924,
1327,24327,3391.134033,
1328,24328,3395.351563,
1329,24329,3264.311035,
1330,24330,2976.668213,
1331,24331,2664.127441,
1332,24332,2442.420654,
1333,24333,2355.638184,
1334,24334,2451.231445,
1335,24335,2661.070557,
1336,24336,2779.459717,
1337,24337,2759.015625,
1338,24338,2768.148438,
1339,24339,2874.85376,
1340,24340,2984.388672,
1341,24341,3051.548096,
1342,24342,3089.433838,
1343,24343,3077.203125,
1344,24344,2998.414063,
1345,24345,2908.075928,
1346,24346,2898.176514,
1347,24347,2963.265625,
1348,24348,2969.400879,
1349,24349,2830.191162,
1350,24350,2639.237793,
1351,24351,2522.205078,
1352,24352,2458.058594,
1353,24353,2376.603027,
1354,24354,2276.015381,
1355,24355,2168.631104,
1356,24356,2073.827881,
1357,24357,2034.241943,
1358,24358,2038.655396,
1359,24359,2015.761719,
1360,24360,1941.034912,
1361,24361,1896.632813,
1362,24362,1980.15332,
1363,24363,2199.67041,
1364,24364,2502.181641,
1365,24365,2754.101807,
1366,24366,2756.19751,
1367,24367,2491.763184,
1368,24368,2208.125244,
1369,24369,2198.775146,
1370,24370,2602.592529,
1371,24371,3212.293945,
1372,24372,3558.45459,
1373,24373,3428.219482,
1374,24374,3062.316895,
1375,24375,2782.40918,
1376,24376,2667.466064,
1377,24377,2606.801025,
1378,24378,2549.625244,
1379,24379,2541.008545,
1380,24380,2545.278564,
1381,24381,2483.0354,
1382,24382,2359.619629,
1383,24383,2184.965088,
1384,24384,1938.743774,
1385,24385,1669.573364,
1386,24386,1497.522583,
1387,24387,1498.36377,
1388,24388,1647.278076,
1389,24389,1883.793213,
1390,24390,2140.702148,
1391,24391,2310.987305,
1392,24392,2302.65625,
1393,24393,2166.881836,
1394,24394,2062.777344,
1395,24395,2060.645752,
1396,24396,2101.296631,
1397,24397,2093.056152,
1398,24398,1978.909668,
1399,24399,1810.951904,
1400,24400,1719.513428,
1401,24401,1787.219116,
1402,24402,2001.589233,
1403,24403,2269.613037,
1404,24404,2525.582764,
1405,24405,2802.653076,
1406,24406,3117.291016,
1407,24407,3417.485107,
1408,24408,3658.697998,
1409,24409,3844.380615,
1410,24410,4025.229004,
1411,24411,4257.98291,
1412,24412,4536.830566,
1413,24413,4746.347656,
1414,24414,4736.09668,
1415,24415,4529.13916,
1416,24416,4270.644043,
1417,24417,3947.057617,
1418,24418,3527.51709,
1419,24419,3199.837402,
1420,24420,3115.993652,
1421,24421,3211.356201,
1422,24422,3349.762451,
1423,24423,3401.445557,
1424,24424,3290.371094,
1425,24425,3071.82666,
1426,24426,2893.105469,
1427,24427,2853.170166,
1428,24428,2924.989502,
1429,24429,3037.686768,
1430,24430,3157.756836,
1431,24431,3250.033936,
1432,24432,3258.768799,
1433,24433,3166.767334,
1434,24434,3005.608154,
1435,24435,2861.422363,
1436,24436,2866.858154,
1437,24437,3038.421387,
1438,24438,3224.574219,
1439,24439,3222.51001,
1440,24440,2907.111572,
1441,24441,2381.10083,
1442,24442,1914.552002,
1443,24443,1724.121338,
1444,24444,1854.468018,
1445,24445,2206.013428,
1446,24446,2648.547852,
1447,24447,3025.343262,
1448,24448,3142.081543,
1449,24449,2935.328613,
1450,24450,2539.388916,
1451,24451,2114.315918,
1452,24452,1752.794678,
1453,24453,1523.331787,
1454,24454,1443.085083,
1455,24455,1454.037476,
1456,24456,1501.39856,
1457,24457,1551.740967,
1458,24458,1559.30603,
1459,24459,1513.019775,
1460,24460,1463.142334,
1461,24461,1452.287231,
1462,24462,1441.128174,
1463,24463,1365.163086,
1464,24464,1249.830322,
1465,24465,1172.82312,
1466,24466,1193.727539,
1467,24467,1360.460693,
1468,24468,1686.856934,
1469,24469,2178.650391,
1470,24470,2923.490479,
1471,24471,3979.9375,
1472,24472,5195.42334,
1473,24473,6316.753418,
1474,24474,7151.282715,
1475,24475,7625.863281,
1476,24476,7705.17627,
1477,24477,7238.500977,
1478,24478,6262.164551,
1479,24479,5203.646973,
1480,24480,4432.097168,
1481,24481,4019.835205,
1482,24482,3944.973877,
1483,24483,4145.333008,
1484,24484,4403.289551,
1485,24485,4476.25,
1486,24486,4355.746094,
1487,24487,4161.199219,
1488,24488,3968.731445,
1489,24489,3872.571777,
1490,24490,3973.191162,
1491,24491,4287.478027,
1492,24492,4669.713867,
1493,24493,4896.558594,
1494,24494,4918.183105,
1495,24495,4888.804199,
1496,24496,4939.957031,
1497,24497,4986.885742,
1498,24498,4813.901855,
1499,24499,4296.83252,
1500,24500,3538.852783,
1501,24501,2831.719971,
1502,24502,2360.555176,
1503,24503,2077.906494,
1504,24504,1932.18689,
1505,24505,1994.779419,
1506,24506,2301.422363,
1507,24507,2679.29834,
1508,24508,2867.138184,
1509,24509,2783.3396,
1510,24510,2570.399658,
1511,24511,2425.624756,
1512,24512,2445.440186,
1513,24513,2599.948242,
1514,24514,2783.644043,
1515,24515,2855.67041,
1516,24516,2792.747803,
1517,24517,2797.429932,
1518,24518,3041.130127,
1519,24519,3415.556152,
1520,24520,3693.880615,
1521,24521,3765.619629,
1522,24522,3610.757813,
1523,24523,3270.661133,
1524,24524,2911.993408,
1525,24525,2725.967773,
1526,24526,2774.039795,
1527,24527,2989.97998,
1528,24528,3284.378906,
1529,24529,3542.94458,
1530,24530,3560.717529,
1531,24531,3243.525146,
1532,24532,2759.439453,
1533,24533,2305.525391,
1534,24534,1956.502686,
1535,24535,1741.519531,
1536,24536,1694.26001,
1537,24537,1796.530151,
1538,24538,1902.735229,
1539,24539,1871.459229,
1540,24540,1734.921143,
1541,24541,1587.762695,
1542,24542,1484.649414,
1543,24543,1511.676514,
1544,24544,1706.32666,
1545,24545,1909.688721,
1546,24546,1910.942261,
1547,24547,1692.593872,
1548,24548,1414.898926,
1549,24549,1252.171143,
1550,24550,1296.690308,
1551,24551,1561.222168,
1552,24552,1997.238037,
1553,24553,2478.372559,
1554,24554,2877.248535,
1555,24555,3183.623535,
1556,24556,3445.476563,
1557,24557,3656.204102,
1558,24558,3781.597168,
1559,24559,3840.319824,
1560,24560,3830.285645,
1561,24561,3597.543213,
1562,24562,3051.622803,
1563,24563,2395.637939,
1564,24564,1880.240234,
1565,24565,1570.029785,
1566,24566,1429.160645,
1567,24567,1430.155396,
1568,24568,1549.559937,
1569,24569,1709.344727,
1570,24570,1810.240967,
1571,24571,1852.366943,
1572,24572,1918.760254,
1573,24573,2022.072876,
1574,24574,2060.713867,
1575,24575,1976.472534,
1576,24576,1849.405029,
1577,24577,1772.792114,
1578,24578,1767.498047,
1579,24579,1792.141113,
1580,24580,1790.570435,
1581,24581,1779.726563,
1582,24582,1819.47168,
1583,24583,1933.252441,
1584,24584,2084.212646,
1585,24585,2193.95166,
1586,24586,2257.858154,
1587,24587,2362.502686,
1588,24588,2537.705566,
1589,24589,2735.374512,
1590,24590,2915.689697,
1591,24591,3037.557617,
1592,24592,3044.767334,
1593,24593,2932.89917,
1594,24594,2778.56958,
1595,24595,2662.124756,
1596,24596,2575.684082,
1597,24597,2434.46875,
1598,24598,2206.244629,
1599,24599,1981.699219,
1600,24600,1835.503784,
1601,24601,1750.786377,
1602,24602,1714.965576,
1603,24603,1704.550171,
1604,24604,1686.016235,
1605,24605,1704.133911,
1606,24606,1816.222778,
1607,24607,1976.84021,
1608,24608,2043.488281,
1609,24609,1943.693115,
1610,24610,1809.448608,
1611,24611,1796.774902,
1612,24612,1886.978516,
1613,24613,1991.945313,
1614,24614,2108.433105,
1615,24615,2267.853271,
1616,24616,2426.53418,
1617,24617,2500.681641,
1618,24618,2438.713867,
1619,24619,2233.059326,
1620,24620,1955.058228,
1621,24621,1723.147095,
1622,24622,1604.789795,
1623,24623,1618.293335,
1624,24624,1757.172607,
1625,24625,1989.034424,
1626,24626,2272.749512,
1627,24627,2538.76001,
1628,24628,2706.024414,
1629,24629,2764.473633,
1630,24630,2794.171631,
1631,24631,2919.701172,
1632,24632,3221.492188,
1633,24633,3647.073975,
1634,24634,4045.897217,
1635,24635,4271.851563,
1636,24636,4234.475586,
1637,24637,3946.742432,
1638,24638,3599.041748,
1639,24639,3478.072266,
1640,24640,3698.077881,
1641,24641,4038.868896,
1642,24642,4090.005371,
1643,24643,3694.756104,
1644,24644,3164.634521,
1645,24645,2849.075684,
1646,24646,2774.176025,
1647,24647,2777.590088,
1648,24648,2713.765381,
1649,24649,2584.56665,
1650,24650,2521.932617,
1651,24651,2597.07959,
1652,24652,2754.29126,
1653,24653,2874.958496,
1654,24654,2868.635986,
1655,24655,2765.252197,
1656,24656,2631.80957,
1657,24657,2484.148682,
1658,24658,2384.310791,
1659,24659,2440.77832,
1660,24660,2645.230469,
1661,24661,2849.416016,
1662,24662,2912.22998,
1663,24663,2783.130615,
1664,24664,2479.109375,
1665,24665,2069.845947,
1666,24666,1677.359497,
1667,24667,1411.769653,
1668,24668,1292.165161,
1669,24669,1260.493652,
1670,24670,1263.024048,
1671,24671,1304.200684,
1672,24672,1400.536987,
1673,24673,1514.140747,
1674,24674,1585.404419,
1675,24675,1611.767212,
1676,24676,1649.188477,
1677,24677,1698.125977,
1678,24678,1702.737183,
1679,24679,1689.677734,
1680,24680,1717.280029,
1681,24681,1750.953247,
1682,24682,1726.403076,
1683,24683,1680.050415,
1684,24684,1746.497803,
1685,24685,2011.248413,
1686,24686,2439.920166,
1687,24687,2950.632813,
1688,24688,3419.365967,
1689,24689,3651.545898,
1690,24690,3543.692383,
1691,24691,3217.240967,
1692,24692,2897.518799,
1693,24693,2748.235352,
1694,24694,2794.785889,
1695,24695,2968.013184,
1696,24696,3202.030273,
1697,24697,3478.256104,
1698,24698,3844.952881,
1699,24699,4296.301758,
1700,24700,4595.979492,
1701,24701,4500.03125,
1702,24702,4097.733887,
1703,24703,3598.593262,
1704,24704,3046.302246,
1705,24705,2485.813965,
1706,24706,2049.879395,
1707,24707,1795.769287,
1708,24708,1679.27832,
1709,24709,1637.977173,
1710,24710,1644.499146,
1711,24711,1701.739502,
1712,24712,1749.579468,
1713,24713,1701.109863,
1714,24714,1593.333862,
1715,24715,1533.806152,
1716,24716,1584.546387,
1717,24717,1762.185791,
1718,24718,2012.263184,
1719,24719,2216.400879,
1720,24720,2284.809814,
1721,24721,2178.669678,
1722,24722,1932.880249,
1723,24723,1680.464111,
1724,24724,1509.065552,
1725,24725,1381.38562,
1726,24726,1266.543701,
1727,24727,1206.0896,
1728,24728,1229.525391,
1729,24729,1307.762451,
1730,24730,1404.247192,
1731,24731,1500.228516,
1732,24732,1574.409668,
1733,24733,1615.065552,
1734,24734,1656.009644,
1735,24735,1760.530273,
1736,24736,1915.130371,
1737,24737,2002.130981,
1738,24738,1967.188843,
1739,24739,1876.868408,
1740,24740,1757.355957,
1741,24741,1596.61084,
1742,24742,1460.077881,
1743,24743,1425.883911,
1744,24744,1531.359741,
1745,24745,1781.612183,
1746,24746,2100.108887,
1747,24747,2358.467285,
1748,24748,2464.425293,
1749,24749,2399.400635,
1750,24750,2249.455811,
1751,24751,2158.77417,
1752,24752,2195.574707,
1753,24753,2302.338623,
1754,24754,2351.644287,
1755,24755,2259.673584,
1756,24756,2073.861328,
1757,24757,1911.840088,
1758,24758,1862.391724,
1759,24759,1977.593262,
1760,24760,2297.77124,
1761,24761,2761.437744,
1762,24762,3095.062256,
1763,24763,3073.73291,
1764,24764,2806.099121,
1765,24765,2520.434326,
1766,24766,2332.137451,
1767,24767,2250.042725,
1768,24768,2235.648926,
1769,24769,2306.894043,
1770,24770,2512.432373,
1771,24771,2838.368164,
1772,24772,3253.406982,
1773,24773,3707.213135,
1774,24774,4076.663818,
1775,24775,4293.726074,
1776,24776,4454.083984,
1777,24777,4665.495117,
1778,24778,4880.17041,
1779,24779,4895.589355,
1780,24780,4567.064453,
1781,24781,4070.787598,
1782,24782,3729.102539,
1783,24783,3639.049805,
1784,24784,3675.11499,
1785,24785,3738.345947,
1786,24786,3844.243896,
1787,24787,3901.072021,
1788,24788,3735.379639,
1789,24789,3426.85498,
1790,24790,3207.698975,
1791,24791,3174.27832,
1792,24792,3261.962158,
1793,24793,3298.273682,
1794,24794,3144.681641,
1795,24795,2831.279297,
1796,24796,2495.489258,
1797,24797,2261.422363,
1798,24798,2139.575684,
1799,24799,2010.06604,
1800,24800,1800.359253,
1801,24801,1598.539795,
1802,24802,1520.102539,
1803,24803,1573.045654,
1804,24804,1660.968262,
1805,24805,1691.787964,
1806,24806,1650.491333,
1807,24807,1540.40918,
1808,24808,1409.985596,
1809,24809,1405.619263,
1810,24810,1624.958862,
1811,24811,1977.443604,
1812,24812,2218.147461,
1813,24813,2182.377197,
1814,24814,1985.456299,
1815,24815,1827.057495,
1816,24816,1747.39978,
1817,24817,1679.019165,
1818,24818,1580.450073,
1819,24819,1500.640137,
1820,24820,1522.702271,
1821,24821,1640.130981,
1822,24822,1752.100098,
1823,24823,1785.680298,
1824,24824,1783.866333,
1825,24825,1853.707886,
1826,24826,2021.687256,
1827,24827,2179.021484,
1828,24828,2207.877686,
1829,24829,2103.040771,
1830,24830,1921.847656,
1831,24831,1715.129761,
1832,24832,1535.206055,
1833,24833,1432.792847,
1834,24834,1429.587158,
1835,24835,1493.251221,
1836,24836,1574.308838,
1837,24837,1643.024536,
1838,24838,1660.575684,
1839,24839,1608.502197,
1840,24840,1529.758789,
1841,24841,1485.26001,
1842,24842,1508.905273,
1843,24843,1588.070435,
1844,24844,1667.664917,
1845,24845,1719.616089,
1846,24846,1793.663452,
1847,24847,1929.354492,
1848,24848,2094.195068,
1849,24849,2269.092773,
1850,24850,2463.284668,
1851,24851,2634.037842,
1852,24852,2712.238281,
1853,24853,2706.44165,
1854,24854,2678.874023,
1855,24855,2618.604736,
1856,24856,2485.506348,
1857,24857,2330.673096,
1858,24858,2221.125488,
1859,24859,2154.321533,
1860,24860,2106.016602,
1861,24861,2033.073364,
1862,24862,1871.532349,
1863,24863,1602.252075,
1864,24864,1265.398315,
1865,24865,945.74823,
1866,24866,731.9598389,
1867,24867,645.9115601,
1868,24868,661.2516479,
1869,24869,776.4907227,
1870,24870,1053.353271,
1871,24871,1586.489624,
1872,24872,2352.573486,
1873,24873,3103.064453,
1874,24874,3529.634033,
1875,24875,3563.759766,
1876,24876,3428.554443,
1877,24877,3346.3125,
1878,24878,3316.722656,
1879,24879,3266.654297,
1880,24880,3253.63208,
1881,24881,3344.78125,
1882,24882,3462.011963,
1883,24883,3533.353027,
1884,24884,3601.592773,
1885,24885,3717.089111,
1886,24886,3847.112549,
1887,24887,3844.692139,
1888,24888,3607.28418,
1889,24889,3237.377686,
1890,24890,2858.42749,
1891,24891,2511.385254,
1892,24892,2260.601074,
1893,24893,2156.768311,
1894,24894,2198.848145,
1895,24895,2406.787109,
1896,24896,2819.398682,
1897,24897,3394.27124,
1898,24898,3989.456299,
1899,24899,4413.126953,
1900,24900,4466.538574,
1901,24901,4156.718262,
1902,24902,3795.621582,
1903,24903,3665.484131,
1904,24904,3807.584717,
1905,24905,4190.950195,
1906,24906,4771.169434,
1907,24907,5334.646973,
1908,24908,5584.018555,
1909,24909,5482.967773,
1910,24910,5317.048828,
1911,24911,5423.91748,
1912,24912,5870.687012,
1913,24913,6252.665527,
1914,24914,6060.648438,
1915,24915,5336.469238,
1916,24916,4545.319824,
1917,24917,3945.751709,
1918,24918,3463.023926,
1919,24919,2962.437744,
1920,24920,2452.32373,
1921,24921,2057.35498,
1922,24922,1872.758057,
1923,24923,1934.19873,
1924,24924,2260.749268,
1925,24925,2799.60376,
1926,24926,3352.50415,
1927,24927,3640.4729,
1928,24928,3474.642334,
1929,24929,2959.312744,
1930,24930,2457.73584,
1931,24931,2222.16748,
1932,24932,2217.588867,
1933,24933,2291.848389,
1934,24934,2334.741455,
1935,24935,2358.177979,
1936,24936,2460.62915,
1937,24937,2638.553467,
1938,24938,2762.973389,
1939,24939,2790.011719,
1940,24940,2773.036865,
1941,24941,2719.17041,
1942,24942,2645.771729,
1943,24943,2635.230469,
1944,24944,2774.691162,
1945,24945,3112.272949,
1946,24946,3552.797363,
1947,24947,3846.135498,
1948,24948,3824.416016,
1949,24949,3593.709717,
1950,24950,3432.437744,
1951,24951,3570.380615,
1952,24952,4080.914551,
1953,24953,4853.395508,
1954,24954,5623.838867,
1955,24955,6185.035156,
1956,24956,6556.67334,
1957,24957,6815.018066,
1958,24958,6942.086426,
1959,24959,6941.36084,
1960,24960,6802.885742,
1961,24961,6404.055664,
1962,24962,5730.998535,
1963,24963,4968.739258,
1964,24964,4320.01123,
1965,24965,3983.150635,
1966,24966,4020.224121,
1967,24967,4092.742432,
1968,24968,3791.227051,
1969,24969,3174.898438,
1970,24970,2559.95459,
1971,24971,2099.061768,
1972,24972,1793.011841,
1973,24973,1594.833862,
1974,24974,1457.707642,
1975,24975,1364.015625,
1976,24976,1305.758423,
1977,24977,1285.620972,
1978,24978,1323.446777,
1979,24979,1414.470703,
1980,24980,1510.724487,
1981,24981,1554.615967,
1982,24982,1556.428833,
1983,24983,1634.929321,
1984,24984,1904.861206,
1985,24985,2370.489258,
1986,24986,2916.560059,
1987,24987,3309.124756,
1988,24988,3329.900879,
1989,24989,2999.706787,
1990,24990,2546.492188,
1991,24991,2156.6604,
1992,24992,1875.065186,
1993,24993,1690.400513,
1994,24994,1611.866211,
1995,24995,1688.418701,
1996,24996,1954.839111,
1997,24997,2325.081787,
1998,24998,2651.197998,
1999,24999,2901.187988,
2000,25000,3138.079346,
2001,25001,3433.751221,
2002,25002,3843.966797,
2003,25003,4277.135254,
2004,25004,4505.848633,
2005,25005,4443.486816,
2006,25006,4256.115234,
2007,25007,4192.520996,
2008,25008,4376.216309,
2009,25009,4740.241211,
2010,25010,5133.102539,
2011,25011,5395.55957,
2012,25012,5360.964355,
2013,25013,4967.530273,
2014,25014,4356.271973,
2015,25015,3728.99292,
2016,25016,3231.72876,
2017,25017,3014.769531,
2018,25018,3185.319824,
2019,25019,3624.144531,
2020,25020,3946.53125,
2021,25021,3840.949951,
2022,25022,3420.468018,
2023,25023,3045.233398,
2024,25024,2927.999756,
2025,25025,3011.321777,
2026,25026,3087.915283,
2027,25027,3003.777832,
2028,25028,2809.054688,
2029,25029,2691.468018,
2030,25030,2745.36084,
2031,25031,2870.176025,
2032,25032,2896.199219,
2033,25033,2742.792236,
2034,25034,2475.84375,
2035,25035,2251.541992,
2036,25036,2164.251465,
2037,25037,2158.230469,
2038,25038,2121.772461,
2039,25039,2040.685547,
2040,25040,2001.152344,
2041,25041,2077.760742,
2042,25042,2258.322998,
2043,25043,2404.310059,
2044,25044,2380.708984,
2045,25045,2256.446777,
2046,25046,2183.075439,
2047,25047,2183.466797,
2048,25048,2232.579346,
2049,25049,2401.528564,
2050,25050,2800.631348,
2051,25051,3357.792725,
2052,25052,3745.632813,
2053,25053,3728.306396,
2054,25054,3415.262207,
2055,25055,3039.677979,
2056,25056,2750.591797,
2057,25057,2604.234131,
2058,25058,2608.494873,
2059,25059,2770.515137,
2060,25060,3042.783691,
2061,25061,3279.158203,
2062,25062,3385.7229,
2063,25063,3496.69751,
2064,25064,3816.086914,
2065,25065,4256.187012,
2066,25066,4508.013672,
2067,25067,4426.40625,
2068,25068,4080.049072,
2069,25069,3606.27124,
2070,25070,3119.477783,
2071,25071,2688.383545,
2072,25072,2408.193115,
2073,25073,2356.286377,
2074,25074,2511.814209,
2075,25075,2818.227539,
2076,25076,3205.708496,
2077,25077,3533.449219,
2078,25078,3659.268311,
2079,25079,3560.056641,
2080,25080,3252.770996,
2081,25081,2765.994629,
2082,25082,2259.247803,
2083,25083,1912.289795,
2084,25084,1775.779419,
2085,25085,1850.714233,
2086,25086,2167.343506,
2087,25087,2764.841797,
2088,25088,3564.114014,
2089,25089,4241.275879,
2090,25090,4460.11377,
2091,25091,4227.941406,
2092,25092,3822.859131,
2093,25093,3504.32373,
2094,25094,3334.079346,
2095,25095,3193.494629,
2096,25096,3003.223877,
2097,25097,2850.90918,
2098,25098,2853.882324,
2099,25099,2969.383301,
2100,25100,3073.177246,
2101,25101,3136.205566,
2102,25102,3168.910889,
2103,25103,3190.864746,
2104,25104,3275.73877,
2105,25105,3444.636963,
2106,25106,3635.645508,
2107,25107,3816.229004,
2108,25108,3956.204102,
2109,25109,3991.941162,
2110,25110,3929.49707,
2111,25111,3818.749023,
2112,25112,3655.909668,
2113,25113,3452.866943,
2114,25114,3315.412842,
2115,25115,3376.022461,
2116,25116,3727.668945,
2117,25117,4349.603027,
2118,25118,4940.250977,
2119,25119,5091.567871,
2120,25120,4759.22168,
2121,25121,4234.880859,
2122,25122,3756.420898,
2123,25123,3399.392578,
2124,25124,3168.468018,
2125,25125,3071.336182,
2126,25126,3134.820068,
2127,25127,3327.403809,
2128,25128,3525.165039,
2129,25129,3613.646484,
2130,25130,3571.838867,
2131,25131,3419.739258,
2132,25132,3202.823975,
2133,25133,3044.1875,
2134,25134,3051.981689,
2135,25135,3247.873779,
2136,25136,3603.023438,
2137,25137,4050.589844,
2138,25138,4580.169434,
2139,25139,5208.007813,
2140,25140,5725.914551,
2141,25141,5766.509277,
2142,25142,5207.288086,
2143,25143,4322.354492,
2144,25144,3561.834229,
2145,25145,3241.099121,
2146,25146,3356.104736,
2147,25147,3690.861816,
2148,25148,4085.80542,
2149,25149,4516.754395,
2150,25150,4992.57373,
2151,25151,5505.48584,
2152,25152,6044.321777,
2153,25153,6494.783691,
2154,25154,6563.595703,
2155,25155,6096.574707,
2156,25156,5337.970703,
2157,25157,4598.128418,
2158,25158,3952.527832,
2159,25159,3380.103516,
2160,25160,2919.356201,
2161,25161,2643.232422,
2162,25162,2617.79834,
2163,25163,2863.399902,
2164,25164,3258.458008,
2165,25165,3601.063721,
2166,25166,3785.529541,
2167,25167,3818.158203,
2168,25168,3783.786377,
2169,25169,3778.219727,
2170,25170,3771.871094,
2171,25171,3658.241211,
2172,25172,3448.884521,
2173,25173,3292.403809,
2174,25174,3302.124512,
2175,25175,3422.672852,
2176,25176,3488.910645,
2177,25177,3413.724854,
2178,25178,3261.709229,
2179,25179,3148.940674,
2180,25180,3091.395996,
2181,25181,2981.057861,
2182,25182,2786.89917,
2183,25183,2704.893311,
2184,25184,2967.19043,
2185,25185,3508.199463,
2186,25186,4078.457275,
2187,25187,4628.048828,
2188,25188,5152.755859,
2189,25189,5479.765137,
2190,25190,5569.030273,
2191,25191,5573.555664,
2192,25192,5500.443359,
2193,25193,5267.174805,
2194,25194,4980.36084,
2195,25195,4754.624512,
2196,25196,4544.998535,
2197,25197,4396.592773,
2198,25198,4464.100098,
2199,25199,4695.318848,
2200,25200,4849.727051,
2201,25201,4801.202148,
2202,25202,4651.10791,
2203,25203,4629.414551,
